"team","year","gCoeff","mean_cash","median_cash","top_cash","bot_cash","players_recorded"
"Seahawks",2013,0.637286277771272,1906475.52857143,555000,14500000,36000,70
"Seahawks",2014,0.694149104863801,1588420.97701149,570000,14225000,0,87
"Seahawks",2015,0.730502515908626,1830908.51807229,577133,31700000,6600,83
"Seahawks",2016,0.715175108667845,1692534.18947368,525000,12687500,0,95
"Seahawks",2017,0.67566832016162,1913553.89473684,615000,13182817,14400,95
"Seahawks",2018,0.67928276647859,2065097.40909091,630000,15500000,0,88
"Seahawks",2019,0.732804848933881,2674001.7826087,720000,7e+07,0,92
"Seahawks",2020,0.659513157337789,2059969.76923077,750000,1.8e+07,0,91
"Steelers",1992,0,665000,665000,665000,665000,1
"Steelers",1993,0,425000,425000,425000,425000,1
"Steelers",1994,0,385000,385000,385000,385000,1
"Steelers",1995,0,1700000,1700000,1700000,1700000,1
"Steelers",1996,0.220315137872819,1110625,1110625,1600000,621250,2
"Steelers",1997,0.305555555555556,3600000,3600000,5800000,1400000,2
"Steelers",1998,0.25364758698092,3960000,2800000,6800000,2280000,3
"Steelers",1999,0.304942166140904,2641666.66666667,2800000,4375000,750000,3
"Steelers",2000,0.282945736434109,2866666.66666667,3200000,4525000,875000,3
"Steelers",2001,0.339263803680982,4075000,4075000,6840000,1310000,2
"Steelers",2002,0.663495242627908,1864138.4,252750,6525000,26471,5
"Steelers",2003,0.371194610604565,1721900,2174000,2990000,145000,5
"Steelers",2004,0.522329830614805,1594000,890000,4455000,230000,8
"Steelers",2005,0.644071992984381,1886312.81818182,656000,9494000,23500,11
"Steelers",2006,0.397372095561014,2142113.42857143,1811500,5585000,145588,14
"Steelers",2007,0.541249363082508,2327929.41176471,1399000,11575000,360000,17
"Steelers",2008,0.647559682391333,3506088.23529412,1417000,27700000,370000,17
"Steelers",2009,0.593375354003724,3232246.875,1121337.5,13350000,0,24
"Steelers",2010,0.536144922217162,2669394.65384615,1282000,9248000,0,26
"Steelers",2011,0.632702517853065,3407020.19444444,838100,18100000,0,36
"Steelers",2012,0.614965389087963,2396792.97916667,755562.5,15650000,0,48
"Steelers",2013,0.604642698265486,1520887.43661972,630000,11600000,0,71
"Steelers",2014,0.639691094952282,1978751.5,795000,1.4e+07,18900,70
"Steelers",2015,0.669460262516779,1854513.13793103,745000,35250000,30000,87
"Steelers",2016,0.690224691786732,1769544.94117647,6e+05,18070000,0,85
"Steelers",2017,0.660652175195525,2252210.09459459,625385.5,19910000,0,74
"Steelers",2018,0.662199926516363,2181273.65853659,673358.5,1.7e+07,0,82
"Steelers",2019,0.725590404037368,2614121.96296296,658267,4.5e+07,8000,81
"Steelers",2020,0.690620506803624,2154448.51724138,750000,21750000,0,87
"Texans",2002,0.125523012552301,9560000,9560000,11960000,7160000,2
"Texans",2003,0.233675715333822,6815000,6815000,1e+07,3630000,2
"Texans",2004,0.283565253401284,3375875.75,3905501.5,5032500,660000,4
"Texans",2005,0.47771248660276,5166875.75,3006251.5,13500000,1155000,4
"Texans",2006,0.525269067266233,3103801,1502001.5,8050000,56405,8
"Texans",2007,0.638307361304647,3497849,510000,12975000,67059,9
"Texans",2008,0.538303460443482,3463750,2627500,11175000,370000,12
"Texans",2009,0.611705390463636,4048259.54545455,1632500,1.7e+07,127647,22
"Texans",2010,0.600618857843189,2887274.1,954300,14500000,110588,30
"Texans",2011,0.613029901007535,2944943.07317073,8e+05,1.8e+07,123529,41
"Texans",2012,0.684094369821074,2728894.24528302,715000,22450000,57000,53
"Texans",2013,0.63895182443094,1455020.02666667,555000,10500000,0,75
"Texans",2014,0.688506180194238,1503464.04651163,570000,14938544,12600,86
"Texans",2015,0.691273614975975,1942222.55294118,585000,19969000,6600,85
"Texans",2016,0.667380220831577,1931596.81521739,604615,2.1e+07,20700,92
"Texans",2017,0.703647737196547,1561665.78787879,534216,2.4e+07,0,99
"Texans",2018,0.65234717280301,2243263.73255814,747500,13306000,0,86
"Texans",2019,0.622645678150333,2342500.83908046,871522,13750000,0,87
"Texans",2020,0.70446090220846,2753477.04347826,750000,29354247,24000,92
"Vikings",1990,0,65000,65000,65000,65000,1
"Vikings",1991,0,2e+05,2e+05,2e+05,2e+05,1
"Vikings",1992,0,4e+05,4e+05,4e+05,4e+05,1
"Vikings",1993,0,860000,860000,860000,860000,1
"Vikings",1994,0,1050000,1050000,1050000,1050000,1
"Vikings",1995,0,3075000,3075000,3075000,3075000,1
"Vikings",1996,0,1875000,1875000,1875000,1875000,1
"Vikings",1997,0,2437333,2437333,2437333,2437333,1
"Vikings",1998,0.327869395324194,7549500,7549500,12500000,2599000,2
"Vikings",1999,0.352424080980288,2346250,2346250,4e+06,692500,2
"Vikings",2000,0.350195544975344,2940500,2940500,5e+06,881000,2
"Vikings",2001,0,10610000,10610000,10610000,10610000,1
"Vikings",2002,0.472918459173167,4431062.5,4431062.5,8622125,240000,2
"Vikings",2003,0.420849042741438,2728991,2766000,5083964,3e+05,4
"Vikings",2004,0.47342482575764,2702701,2342500,5820804,305000,4
"Vikings",2005,0.129943502824859,472000,380000,656000,380000,3
"Vikings",2006,0.343151340996169,4176000,4176000,7042000,1310000,2
"Vikings",2007,0.352009665726943,4966000,6470000,9e+06,769000,5
"Vikings",2008,0.76239593018558,2562140.90909091,370000,16250069,83200,11
"Vikings",2009,0.665177152583544,2308075.6,1e+06,1.2e+07,88400,15
"Vikings",2010,0.624729922450797,2822655.47368421,860000,1.6e+07,18824,19
"Vikings",2011,0.695406549046748,2605917.96969697,525000,20250000,22059,33
"Vikings",2012,0.612818031294991,1926969.85714286,617500,13208620,0,49
"Vikings",2013,0.644827524950763,1954094.82608696,642150,14280612,0,69
"Vikings",2014,0.658133208015947,1650858.36842105,570000,1.3e+07,12600,76
"Vikings",2015,0.619818269194894,1667115.2,661356,1.3e+07,0,80
"Vikings",2016,0.626605927256382,1887902.51219512,651555,15278000,6900,82
"Vikings",2017,0.691586048848528,2382499.71604938,690000,20026000,21600,81
"Vikings",2018,0.698175197916539,2614153.20930233,630000,2.6e+07,38000,86
"Vikings",2019,0.69514083530612,2879458.17567568,678974.5,2.8e+07,0,74
"Vikings",2020,0.710577014980057,2662624.69135802,750000,4e+07,25200,81
