"year","team","cash_paid","name","position","gCoeff","mean_cash","median_cash","top_cash","bot_cash","players_recorded"
2020,"Vikings",425000,"Cameron Smith","linebacker",0.710577014980057,2662624.69135802,750000,4e+07,25200,81
2019,"Colts",784396,"E.J. Speed","linebacker",0.669717789207471,2260662.2962963,678457,14900000,16000,81
2020,"Colts",675000,"E.J. Speed","linebacker",0.721225554552495,2572899.31707317,750000,2.5e+07,8400,82
2018,"Patriots",544496,"Christian Sam","linebacker",0.610984295760922,2021697.55172414,790000,1.5e+07,0,87
2019,"Lions",16000,"Christian Sam","linebacker",0.723196214068537,2251440.68539326,645000,28875000,8000,89
2017,"Washington",549320,"Josh Harvey-Clemons","linebacker",0.722796843637433,1869805.44329897,612180,23943600,0,97
2018,"Washington",555000,"Josh Harvey-Clemons","linebacker",0.746738063381443,1884453.13541667,555000,4e+07,7600,96
2019,"Washington",645000,"Josh Harvey-Clemons","linebacker",0.702611905866641,1876193.93548387,638235,15825000,16000,93
2020,"Washington",150000,"Josh Harvey-Clemons","linebacker",0.709159499787361,2202810.60215054,681451,23307160,0,93
2019,"Titans",645768,"D'Andre Walker","linebacker",0.676538734104881,2828317.98795181,786077,20922000,8000,83
2018,"Seahawks",642040,"Jacob Martin","linebacker",0.67928276647859,2065097.40909091,630000,15500000,0,88
2019,"Texans",570000,"Jacob Martin","linebacker",0.622645678150333,2342500.83908046,871522,13750000,0,87
2020,"Texans",750000,"Jacob Martin","linebacker",0.70446090220846,2753477.04347826,750000,29354247,24000,92
2018,"Cowboys",636304,"Chris Covington","linebacker",0.655786387264321,1929361.62962963,705000,2.2e+07,22800,81
2019,"Cowboys",100588,"Chris Covington","linebacker",0.68990140824206,2289542.29761905,697500,31100000,16000,84
2018,"Washington",633008,"Shaun Dion Hamilton","linebacker",0.746738063381443,1884453.13541667,555000,4e+07,7600,96
2019,"Washington",570000,"Shaun Dion Hamilton","linebacker",0.702611905866641,1876193.93548387,638235,15825000,16000,93
2020,"Washington",750000,"Shaun Dion Hamilton","linebacker",0.709159499787361,2202810.60215054,681451,23307160,0,93
2010,"Bills",432000,"Arthur Moats","linebacker",0.501412246535159,1461564.61904762,790000,5100000,110588,21
2011,"Bills",450000,"Arthur Moats","linebacker",0.659856791740349,2284825.45454545,790908,13716672,22059,33
2012,"Bills",540000,"Arthur Moats","linebacker",0.676130303591388,2299879.11363636,627500,2.5e+07,45882,44
2013,"Bills",1323000,"Arthur Moats","linebacker",0.629306105535102,1824800.35483871,620572.5,15400000,23824,62
2014,"Steelers",795000,"Arthur Moats","linebacker",0.639691094952282,1978751.5,795000,1.4e+07,18900,70
2015,"Steelers",2750000,"Arthur Moats","linebacker",0.669460262516779,1854513.13793103,745000,35250000,30000,87
2016,"Steelers",2500000,"Arthur Moats","linebacker",0.690224691786732,1769544.94117647,6e+05,18070000,0,85
2017,"Steelers",2250000,"Arthur Moats","linebacker",0.660652175195525,2252210.09459459,625385.5,19910000,0,74
2014,"Cardinals",495000,"Kenny Demens","linebacker",0.672960019070933,1912103.30379747,795000,1.9e+07,12600,79
2015,"Cardinals",431647,"Kenny Demens","linebacker",0.655665362229152,1704587.68604651,588750,11719114,0,86
2014,"Patriots",0,"Deontae Skinner","linebacker",0.608563712553925,1332517.4125,570000,1.2e+07,0,80
2015,"Eagles",112200,"Deontae Skinner","linebacker",0.64593784836611,1901882.60674157,657354,13500000,6600,89
2016,"Giants",154412,"Deontae Skinner","linebacker",0.703857060303257,2094465.46341463,688774,2.9e+07,6900,82
2017,"Giants",219706,"Deontae Skinner","linebacker",0.711157059354585,1772409.44554455,540000,22500000,7200,101
2013,"Packers",410000,"Andy Mulumba","linebacker",0.697885537871242,2185149.06493506,630000,4e+07,23824,77
2014,"Packers",338824,"Andy Mulumba","linebacker",0.668299359398418,1707800.9625,570000,14937500,12600,80
2015,"Packers",585000,"Andy Mulumba","linebacker",0.644244164706929,1980100.68,598791,15100000,26400,75
2014,"49ers",44100,"Shayne Skov","linebacker",0.610321436923257,1634587.37078652,629895,13073766,6300,89
2015,"49ers",102353,"Shayne Skov","linebacker",0.64006279379408,1404957.07142857,570838,11925000,6600,84
2016,"49ers",411176,"Shayne Skov","linebacker",0.668932705113976,1606868.57446809,627500,14300000,13800,94
2017,"Saints",86400,"Shayne Skov","linebacker",0.679080373030915,1634539.22826087,540000,1.3e+07,0,92
2018,"Falcons",626628,"Foyesade Oluokun","linebacker",0.710507494795479,2807568.12820513,904700,52500000,15200,78
2019,"Falcons",570000,"Foyesade Oluokun","linebacker",0.718741038185719,2896300.03614458,805000,26500000,8000,83
2020,"Falcons",750000,"Foyesade Oluokun","linebacker",0.686531394761307,2549129.08974359,872941.5,22200000,8400,78
2012,"49ers",45882,"Cam Johnson","linebacker",0.556925452642036,2512008.17307692,1136281,9250000,45882,52
2013,"Colts",405000,"Cam Johnson","linebacker",0.614731436348196,1804939.64556962,630000,15500000,23824,79
2014,"Colts",495000,"Cam Johnson","linebacker",0.589117098620509,1484243.1686747,575000,1e+07,0,83
2015,"Browns",25588,"Cam Johnson","linebacker",0.642443920380867,1776761.03370787,585000,10400000,0,89
2016,"Browns",432353,"Cam Johnson","linebacker",0.624398483641436,1208531.26086957,543500,10200000,0,92
2014,"Patriots",303000,"James Morris","linebacker",0.608563712553925,1332517.4125,570000,1.2e+07,0,80
2015,"Giants",114176,"James Morris","linebacker",0.71981571291886,1794158.90217391,527500,3.7e+07,6600,92
2016,"Cowboys",348000,"James Morris","linebacker",0.621497816408949,1860209.75294118,750000,16800064,0,85
2015,"Jets",76765,"Taiwan Jones","linebacker",0.642943148961292,1995070.14285714,825000,1.6e+07,13200,77
2015,"Bills",102353,"A.J. Tarpley","linebacker",0.730597144761861,2031201.84705882,585000,27823529,6600,85
2014,"Giants",6300,"Uani 'Unga","linebacker",0.642861144278378,1407404.23655914,612800,15650000,6300,93
2015,"Giants",435000,"Uani 'Unga","linebacker",0.71981571291886,1794158.90217391,527500,3.7e+07,6600,92
2016,"Giants",348000,"Uani 'Unga","linebacker",0.703857060303257,2094465.46341463,688774,2.9e+07,6900,82
2019,"Washington",729884,"Cole Holcomb","linebacker",0.702611905866641,1876193.93548387,638235,15825000,16000,93
2020,"Washington",675000,"Cole Holcomb","linebacker",0.709159499787361,2202810.60215054,681451,23307160,0,93
2018,"Texans",598408,"Peter Kalambayi","linebacker",0.65234717280301,2243263.73255814,747500,13306000,0,86
2019,"Texans",570000,"Peter Kalambayi","linebacker",0.622645678150333,2342500.83908046,871522,13750000,0,87
2020,"Texans",750000,"Peter Kalambayi","linebacker",0.70446090220846,2753477.04347826,750000,29354247,24000,92
2018,"Broncos",598408,"Keishawn Bierria","linebacker",0.716995587984556,2087656.70652174,630000,1.9e+07,10000,92
2019,"Cardinals",67059,"Keishawn Bierria","linebacker",0.704999284600278,2121576.85185185,645000,24084924,0,81
2016,"49ers",52941,"Wynton McManis","linebacker",0.668932705113976,1606868.57446809,627500,14300000,13800,94
2018,"Buccaneers",22800,"Emmanuel Smith","linebacker",0.668985215773636,2302052.08045977,630000,18258000,15200,87
2019,"Chiefs",136000,"Emmanuel Smith","linebacker",0.645064176238918,2254728.23170732,843919,2e+07,0,82
2020,"Chiefs",119882,"Emmanuel Smith","linebacker",0.703003584278187,2200582.76744186,750000,24500000,0,86
2019,"Lions",29118,"Anthony Pittman","linebacker",0.723196214068537,2251440.68539326,645000,28875000,8000,89
2020,"Lions",142800,"Anthony Pittman","linebacker",0.700190917854085,2427134.65517241,750000,22554380,12000,87
2020,"Rams",170282,"Derrick Moncrief","linebacker",0.724332517273533,2513283.4375,686204,31042682,25200,80
2018,"Colts",581584,"Matthew Adams","linebacker",0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
2019,"Colts",570000,"Matthew Adams","linebacker",0.669717789207471,2260662.2962963,678457,14900000,16000,81
2020,"Colts",750000,"Matthew Adams","linebacker",0.721225554552495,2572899.31707317,750000,2.5e+07,8400,82
2018,"Dolphins",129200,"Quentin Poling","linebacker",0.659443310138473,2211129.90123457,705000,17500000,30000,81
2019,"Falcons",24000,"Quentin Poling","linebacker",0.718741038185719,2896300.03614458,805000,26500000,8000,83
2018,"Jaguars",550033,"Leon Jacobs","linebacker",0.731448001298558,2319927.48351648,630000,2e+07,0,91
2019,"Jaguars",570000,"Leon Jacobs","linebacker",0.731248581241681,2200142.04494382,570000,30125000,16000,89
2020,"Jaguars",750000,"Leon Jacobs","linebacker",0.671472106323755,1568113.82978723,675000,1.5e+07,16800,94
2018,"Colts",567056,"Zaire Franklin","linebacker",0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
2019,"Colts",570000,"Zaire Franklin","linebacker",0.669717789207471,2260662.2962963,678457,14900000,16000,81
2020,"Colts",750000,"Zaire Franklin","linebacker",0.721225554552495,2572899.31707317,750000,2.5e+07,8400,82
2019,"Titans",665372,"David Long Jr.","linebacker",0.676538734104881,2828317.98795181,786077,20922000,8000,83
2020,"Titans",675000,"David Long Jr.","linebacker",0.726071405422555,2464055.20224719,714706,37500000,0,89
2013,"Patriots",0,"Ja'Gared Davis","linebacker",0.666951571774815,1822439.88405797,642984,3.1e+07,0,69
2014,"Washington",74118,"Ja'Gared Davis","linebacker",0.6634709376545,1588813.61728395,580041,11455000,6300,81
2014,"Giants",98824,"James Davidson","linebacker",0.642861144278378,1407404.23655914,612800,15650000,6300,93
2017,"Colts",191471,"Jermaine Grace","linebacker",0.707190671472343,1510504.17391304,540000,1.3e+07,0,92
2018,"Falcons",83600,"Jermaine Grace","linebacker",0.710507494795479,2807568.12820513,904700,52500000,15200,78
2019,"Browns",16000,"Jermaine Grace","linebacker",0.681450499387873,2283753.65853659,645000,16750000,8000,82
2016,"Jets",105882,"Freddie Bishop","linebacker",0.728714867957995,1852427.08888889,534398,2.2e+07,0,90
2017,"Jets",412941,"Freddie Bishop","linebacker",0.676448642059871,1607335.84615385,610060,1.5e+07,0,91
2015,"Broncos",112200,"Zaire Anderson","linebacker",0.673092862079873,2093887.13513514,688235.5,2.2e+07,0,74
2016,"Broncos",450000,"Zaire Anderson","linebacker",0.731308520712263,2163576.18518519,550356,25500000,0,81
2017,"Broncos",540000,"Zaire Anderson","linebacker",0.691453517663339,1916189.39325843,615000,16500000,0,89
2016,"Raiders",158824,"James Cowser","linebacker",0.658697176818391,2100413.9375,675000,13500000,0,80
2017,"Raiders",540000,"James Cowser","linebacker",0.677102372949996,2223176.84146341,652500,25175000,0,82
2018,"Raiders",38000,"James Cowser","linebacker",0.702539774815682,1690907.27,572000,22500000,0,100
2016,"Chiefs",573212,"Dadi Nicolas","linebacker",0.688902595899519,2003410.64285714,6e+05,1.5e+07,0,84
2017,"Chiefs",372000,"Dadi Nicolas","linebacker",0.697390716125705,1934379.80434783,690000,20900000,0,92
2016,"Panthers",470000,"Jeremy Cash","linebacker",0.68592035396988,1628168.63529412,6e+05,2.3e+07,0,85
2017,"Browns",63529,"Jeremy Cash","linebacker",0.747233321931605,2030423.66666667,540000,20723004,7200,84
2018,"Cardinals",630000,"Jeremy Cash","linebacker",0.73151254906468,1647946.50561798,489706,13882500,7600,89
2019,"Steelers",567781,"Ulysees Gilbert III","linebacker",0.725590404037368,2614121.96296296,658267,4.5e+07,8000,81
2020,"Steelers",601471,"Ulysees Gilbert III","linebacker",0.690620506803624,2154448.51724138,750000,21750000,0,87
2019,"Eagles",16000,"Deshaun Davis","linebacker",0.674644484527342,2930572.05063291,720000,17087683,0,79
2016,"Browns",467500,"Dominique Alexander","linebacker",0.624398483641436,1208531.26086957,543500,10200000,0,92
2017,"Browns",404647,"Dominique Alexander","linebacker",0.747233321931605,2030423.66666667,540000,20723004,7200,84
2019,"Chiefs",218235,"Darius Harris","linebacker",0.645064176238918,2254728.23170732,843919,2e+07,0,82
2020,"Chiefs",502353,"Darius Harris","linebacker",0.703003584278187,2200582.76744186,750000,24500000,0,86
2019,"Patriots",136000,"Terez Hall","linebacker",0.603840119552622,2317474.27710843,992180,2.3e+07,24000,83
2020,"Patriots",251176,"Terez Hall","linebacker",0.634738921000745,1571363.27,707028.5,14781000,0,100
2016,"Cardinals",79412,"Scooby Wright","linebacker",0.711663454136957,1761238.45555556,6e+05,18500000,0,90
2017,"Cardinals",412941,"Scooby Wright","linebacker",0.702531933954964,1957290.24444444,615000,2.2e+07,7200,90
2016,"Ravens",79412,"Lamar Louis","linebacker",0.699342432920995,2007150.98913043,6e+05,4.4e+07,0,92
2015,"Cardinals",0,"Gabe Martin","linebacker",0.655665362229152,1704587.68604651,588750,11719114,0,86
2016,"Cardinals",401824,"Gabe Martin","linebacker",0.711663454136957,1761238.45555556,6e+05,18500000,0,90
2017,"Cardinals",158824,"Gabe Martin","linebacker",0.702531933954964,1957290.24444444,615000,2.2e+07,7200,90
2018,"Cardinals",393000,"Gabe Martin","linebacker",0.73151254906468,1647946.50561798,489706,13882500,7600,89
2016,"Ravens",333000,"Cavellis Luckett","linebacker",0.699342432920995,2007150.98913043,6e+05,4.4e+07,0,92
2016,"Chiefs",27600,"Darnell Sankey","linebacker",0.688902595899519,2003410.64285714,6e+05,1.5e+07,0,84
2017,"Ravens",36000,"Darnell Sankey","linebacker",0.637052470828721,1600639.55913978,630750,1.6e+07,0,93
2018,"Saints",150000,"Darnell Sankey","linebacker",0.680430529323738,2107777.27848101,630000,2.7e+07,0,79
2014,"Colts",420000,"Henoc Muamba","linebacker",0.589117098620509,1484243.1686747,575000,1e+07,0,83
2019,"Packers",592904,"Ty Summers","linebacker",0.707105902062258,3011006.35443038,661056,29260000,40000,79
2020,"Packers",675000,"Ty Summers","linebacker",0.731045408558023,2359737.36956522,699344,37052942,0,92
2019,"Saints",475251,"Kaden Elliss","linebacker",0.68594487498677,2495279.9,703976,2.3e+07,8000,80
2020,"Saints",675000,"Kaden Elliss","linebacker",0.696379139982879,2714388.97802198,809000,2.5e+07,0,91
2014,"Colts",111915,"Carlos Fields","linebacker",0.589117098620509,1484243.1686747,575000,1e+07,0,83
2015,"Washington",127941,"Carlos Fields","linebacker",0.677560977579379,1859847.19318182,595000,19038000,6600,88
2016,"Chargers",30882,"Carlos Fields","linebacker",0.690726458148403,1877167.05376344,579680,17467216,20700,93
2017,"Bills",7200,"Xavier Woodson-Luster","linebacker",0.655254549848197,1854533.73563218,726516,14500000,7200,87
2018,"Browns",97941,"Xavier Woodson-Luster","linebacker",0.718904707681929,2582567.81176471,630000,22329440,15200,85
2017,"Bengals",82059,"Brandon Bell","linebacker",0.673927181055319,1984732.80246914,638000,14968750,7200,81
2018,"Bengals",228529,"Brandon Bell","linebacker",0.711592305505476,2210254.15662651,630000,25500000,15200,83
2018,"Seahawks",84706,"Emmanuel Ellerbee","linebacker",0.67928276647859,2065097.40909091,630000,15500000,0,88
2019,"Seahawks",570000,"Emmanuel Ellerbee","linebacker",0.732804848933881,2674001.7826087,720000,7e+07,0,92
2020,"Texans",100800,"Emmanuel Ellerbee","linebacker",0.70446090220846,2753477.04347826,750000,29354247,24000,92
2017,"Buccaneers",82059,"Riley Bullough","linebacker",0.667218111089086,1687932.65909091,652500,13250000,7200,88
2018,"Buccaneers",326471,"Riley Bullough","linebacker",0.668985215773636,2302052.08045977,630000,18258000,15200,87
2015,"Vikings",26400,"Terrance Plummer","linebacker",0.619818269194894,1667115.2,661356,1.3e+07,0,80
2017,"Texans",136765,"LaTroy Lewis","linebacker",0.703647737196547,1561665.78787879,534216,2.4e+07,0,99
2018,"Titans",32647,"LaTroy Lewis","linebacker",0.670596463624564,2368600.28571429,776229,19500000,0,84
2017,"Buccaneers",54706,"Nigel Harris","linebacker",0.667218111089086,1687932.65909091,652500,13250000,7200,88
2018,"Titans",65294,"Nigel Harris","linebacker",0.670596463624564,2368600.28571429,776229,19500000,0,84
2019,"Titans",60000,"Nigel Harris","linebacker",0.676538734104881,2828317.98795181,786077,20922000,8000,83
2017,"Patriots",411176,"Harvey Langi","linebacker",0.648397415409914,1949163.11111111,826812,22906250,0,90
2018,"Jets",310000,"Harvey Langi","linebacker",0.689767947558915,2285796.26136364,681240,2.6e+07,15200,88
2019,"Jets",570000,"Harvey Langi","linebacker",0.685627163524819,2000756.74489796,659912,22172724,16000,98
2020,"Jets",714706,"Harvey Langi","linebacker",0.647402799572637,1715430.48421053,750000,11585304,25200,95
2015,"Colts",25588,"Amarlo Herrera","linebacker",0.66966488349321,1896102.41860465,619000,1.8e+07,6600,86
2014,"Bears",18900,"Jonathan Brown","linebacker",0.709690050440109,1652692.7,554717.5,22500000,12600,80
2017,"Chargers",358000,"Mike Moore","linebacker",0.696746788359667,1807181.88505747,615000,22750000,7200,87
2017,"Dolphins",475000,"Chase Allen","linebacker",0.668264938179009,2034789.7804878,678474,1.8e+07,14400,82
2018,"Dolphins",440471,"Chase Allen","linebacker",0.659443310138473,2211129.90123457,705000,17500000,30000,81
2019,"Dolphins",645000,"Chase Allen","linebacker",0.708003410966166,1502299.78431373,504500,15285641,16000,102
2017,"49ers",353000,"Donavin Newsom","linebacker",0.703326080724285,1685760.88888889,588235,19080912,14400,99
2017,"Vikings",353000,"Shaan Washington","linebacker",0.691586048848528,2382499.71604938,690000,20026000,21600,81
2017,"Ravens",363765,"Bam Bradley","linebacker",0.637052470828721,1600639.55913978,630750,1.6e+07,0,93
2018,"Ravens",440471,"Bam Bradley","linebacker",0.639462502839782,1889164.14457831,630000,1.2e+07,22800,83
2017,"Washington",82059,"Otha Peters","linebacker",0.722796843637433,1869805.44329897,612180,23943600,0,97
2017,"Cowboys",27353,"Tre'Von Johnson","linebacker",0.668472760629509,1755070.22891566,624620,14221000,0,83
2018,"Chargers",15200,"Tre'Von Johnson","linebacker",0.676709959258604,1874402.77906977,630000,1.5e+07,7600,86
2017,"Raiders",54706,"Brady Sheldon","linebacker",0.677102372949996,2223176.84146341,652500,25175000,0,82
2018,"Packers",60800,"Brady Sheldon","linebacker",0.787502805476343,2209146.39130435,555000,66900000,7600,92
2019,"Bengals",58235,"Brady Sheldon","linebacker",0.660870015633993,2533120.64473684,720000,16200000,16000,76
2020,"Jets",102964,"Brady Sheldon","linebacker",0.647402799572637,1715430.48421053,750000,11585304,25200,95
2017,"Bears",321176,"Isaiah Irving","linebacker",0.683145301322382,1973244.58888889,665774,19719500,7200,90
2018,"Bears",555000,"Isaiah Irving","linebacker",0.687367505173912,2801152.7012987,733660,4.1e+07,38000,77
2019,"Bears",645000,"Isaiah Irving","linebacker",0.663573246273035,2001553.2962963,645000,15500000,16000,81
2020,"Cardinals",376471,"Isaiah Irving","linebacker",0.69725131407602,2672410.21176471,750000,2.9e+07,16800,85
2017,"Broncos",300882,"Jerrol Garcia-Williams","linebacker",0.691453517663339,1916189.39325843,615000,16500000,0,89
2018,"Broncos",555000,"Jerrol Garcia-Williams","linebacker",0.716995587984556,2087656.70652174,630000,1.9e+07,10000,92
2015,"Ravens",13200,"Nordly Capi","linebacker",0.670331403495885,1444946.19791667,555000,1.4e+07,6600,96
2016,"Cardinals",89700,"Nordly Capi","linebacker",0.711663454136957,1761238.45555556,6e+05,18500000,0,90
2017,"Bills",109412,"Nordly Capi","linebacker",0.655254549848197,1854533.73563218,726516,14500000,7200,87
2017,"Texans",100800,"Kennan Gilchrist","linebacker",0.703647737196547,1561665.78787879,534216,2.4e+07,0,99
2017,"Saints",60000,"Adam Bighill","linebacker",0.679080373030915,1634539.22826087,540000,1.3e+07,0,92
2017,"Bengals",14400,"Connor Harris","linebacker",0.673927181055319,1984732.80246914,638000,14968750,7200,81
2017,"Titans",136400,"Denzel Johnson","linebacker",0.610583762713411,2374720.61842105,1085644,17073908,0,76
2017,"Steelers",100800,"Keith Kelsey","linebacker",0.660652175195525,2252210.09459459,625385.5,19910000,0,74
2018,"Steelers",363000,"Keith Kelsey","linebacker",0.662199926516363,2181273.65853659,673358.5,1.7e+07,0,82
2017,"Jaguars",43200,"Brooks Ellis","linebacker",0.706602207205817,1935208.84042553,615000,18351096,0,94
2017,"Buccaneers",122400,"Eric Nzeocha","linebacker",0.667218111089086,1687932.65909091,652500,13250000,7200,88
2018,"Buccaneers",129200,"Eric Nzeocha","linebacker",0.668985215773636,2302052.08045977,630000,18258000,15200,87
2018,"Jaguars",15200,"Christian Kuntz","linebacker",0.731448001298558,2319927.48351648,630000,2e+07,0,91
2020,"Steelers",8400,"Christian Kuntz","linebacker",0.690620506803624,2154448.51724138,750000,21750000,0,87
2016,"Lions",141513,"Steve Longa","linebacker",0.671241861189152,1906271.5,6e+05,1.7e+07,0,84
2017,"Lions",465000,"Steve Longa","linebacker",0.73983030237609,2467793.59090909,615000,5.1e+07,0,88
2018,"Lions",378000,"Steve Longa","linebacker",0.683465286550028,2064429.80232558,648500,17143000,7600,86
2019,"Lions",335294,"Steve Longa","linebacker",0.723196214068537,2251440.68539326,645000,28875000,8000,89
2018,"Jaguars",282353,"Nick DeLuca","linebacker",0.731448001298558,2319927.48351648,630000,2e+07,0,91
2017,"Washington",82059,"Pete Robertson","linebacker",0.722796843637433,1869805.44329897,612180,23943600,0,97
2018,"Cardinals",15200,"Pete Robertson","linebacker",0.73151254906468,1647946.50561798,489706,13882500,7600,89
2019,"Washington",24000,"Pete Robertson","linebacker",0.702611905866641,1876193.93548387,638235,15825000,16000,93
2018,"Colts",212118,"Skai Moore","linebacker",0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
2019,"Colts",33529,"Skai Moore","linebacker",0.669717789207471,2260662.2962963,678457,14900000,16000,81
2020,"Colts",150000,"Skai Moore","linebacker",0.721225554552495,2572899.31707317,750000,2.5e+07,8400,82
2018,"Broncos",141176,"Jeff Holland","linebacker",0.716995587984556,2087656.70652174,630000,1.9e+07,10000,92
2019,"Rams",24000,"Jeff Holland","linebacker",0.714148416541853,2370825.72727273,645000,27459000,24000,77
2018,"Bengals",56471,"Chris Worley","linebacker",0.711592305505476,2210254.15662651,630000,25500000,15200,83
2018,"Browns",423529,"D'Juan Hines","linebacker",0.718904707681929,2582567.81176471,630000,22329440,15200,85
2018,"Lions",83600,"Garret Dooley","linebacker",0.683465286550028,2064429.80232558,648500,17143000,7600,86
2018,"Steelers",30400,"Matthew Thomas","linebacker",0.662199926516363,2181273.65853659,673358.5,1.7e+07,0,82
2013,"Saints",0,"Rufus Johnson","linebacker",0.589855287254409,1644241.58571429,727500,1e+07,0,70
2015,"Patriots",366177,"Rufus Johnson","linebacker",0.67650088470837,1673015.93181818,639375,17937500,6600,88
2016,"Washington",6900,"Rufus Johnson","linebacker",0.703089353207814,1948258.8875,6e+05,2e+07,6900,80
2018,"Colts",7600,"Anthony Winbush","linebacker",0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
2018,"Bills",45600,"Dewey Jarvis","linebacker",0.659119511919352,1790773.2125,679691,17100000,22800,80
2018,"Eagles",114000,"Asantay Brown","linebacker",0.642193704447163,2176567.27058824,697059,11500000,10000,85
2019,"Saints",378000,"Colton Jumper","linebacker",0.68594487498677,2495279.9,703976,2.3e+07,8000,80
2018,"Raiders",15200,"Cayson Collins","linebacker",0.702539774815682,1690907.27,572000,22500000,0,100
2018,"Bills",169412,"Corey Thompson","linebacker",0.659119511919352,1790773.2125,679691,17100000,22800,80
2019,"Bills",570000,"Corey Thompson","linebacker",0.630039011603587,2552319.13924051,1e+06,19450000,64000,79
2018,"Ravens",83600,"Alvin Jones","linebacker",0.639462502839782,1889164.14457831,630000,1.2e+07,22800,83
2018,"Cowboys",129200,"Kyle Queiro","linebacker",0.655786387264321,1929361.62962963,705000,2.2e+07,22800,81
2018,"Seahawks",365000,"Emmanuel Beal","linebacker",0.67928276647859,2065097.40909091,630000,15500000,0,88
2018,"Jets",56471,"Anthony Wint","linebacker",0.689767947558915,2285796.26136364,681240,2.6e+07,15200,88
2018,"Jets",22800,"Jonathan Celestin","linebacker",0.689767947558915,2285796.26136364,681240,2.6e+07,15200,88
2018,"Packers",480000,"James Crawford","linebacker",0.787502805476343,2209146.39130435,555000,66900000,7600,92
2019,"Dolphins",424235,"James Crawford","linebacker",0.708003410966166,1502299.78431373,504500,15285641,16000,102
2020,"Ravens",16800,"James Crawford","linebacker",0.713970736765477,2372442.14444444,750000,30866000,0,90
2018,"Chargers",84706,"Kyle Wilson","linebacker",0.676709959258604,1874402.77906977,630000,1.5e+07,7600,86
2018,"Chiefs",76000,"Raymond Davison","linebacker",0.666330373088218,2224659.55813953,646691,21800000,0,86
2015,"Colts",13200,"Edwin Jackson","linebacker",0.66966488349321,1896102.41860465,619000,1.8e+07,6600,86
2016,"Colts",450000,"Edwin Jackson","linebacker",0.714328406040512,2048072.73563218,6e+05,4.4e+07,13800,87
2017,"Colts",363000,"Edwin Jackson","linebacker",0.707190671472343,1510504.17391304,540000,1.3e+07,0,92
2015,"Cowboys",13200,"Derek Akunne","linebacker",0.706892862539995,1808069.11494253,625000,2.3e+07,6600,87
2016,"Broncos",105882,"Quentin Gause","linebacker",0.731308520712263,2163576.18518519,550356,25500000,0,81
2016,"Saints",105882,"Travis Feeney","linebacker",0.689975089384372,1813586.36046512,617647,31250000,0,86
2014,"Lions",18900,"Jerrell Harris","linebacker",0.605873316704626,1393832.44155844,645423,12675000,18900,77
2015,"Bengals",0,"Trevor Roach","linebacker",0.632658413380998,2087732.21917808,882576,26750000,0,73
2016,"Bengals",26471,"Trevor Roach","linebacker",0.618991025976456,2054715.16,675000,10700000,26471,75
2019,"Bills",64000,"Tyrel Dodson","linebacker",0.630039011603587,2552319.13924051,1e+06,19450000,64000,79
2020,"Bills",527530,"Tyrel Dodson","linebacker",0.645595758664875,2713340.62790698,843124.5,18750000,0,86
2019,"49ers",510000,"Azeez Al-Shaair","linebacker",0.701952581648614,2436659.94382022,663137,22916356,0,89
2020,"49ers",675000,"Azeez Al-Shaair","linebacker",0.722758384910332,2260501.51851852,719765.5,25200000,8400,108
2019,"Giants",378529,"Josiah Tauaefa","linebacker",0.702888623882584,2189799.75949367,645000,17179768,8000,79
2019,"Eagles",507500,"T.J. Edwards","linebacker",0.674644484527342,2930572.05063291,720000,17087683,0,79
2020,"Eagles",630882,"T.J. Edwards","linebacker",0.720448561996264,2906627.83146067,750000,39383000,0,89
2019,"Rams",507000,"Troy Reeder","linebacker",0.714148416541853,2370825.72727273,645000,27459000,24000,77
2020,"Rams",675000,"Troy Reeder","linebacker",0.724332517273533,2513283.4375,686204,31042682,25200,80
2019,"Ravens",408647,"Otaro Alaka","linebacker",0.684183820339936,2215383.74117647,645000,2.2e+07,0,85
2020,"Ravens",498529,"Otaro Alaka","linebacker",0.713970736765477,2372442.14444444,750000,30866000,0,90
2019,"Jaguars",16000,"Joe Dineen","linebacker",0.731248581241681,2200142.04494382,570000,30125000,16000,89
2019,"Broncos",56000,"Malik Carney","linebacker",0.707506120204219,2156195.04395604,615588,18500000,0,91
2019,"Raiders",24000,"Te'von Coney","linebacker",0.713905925391037,2171838.10989011,666152,21322864,8000,91
2019,"Rams",136000,"Landis Durham","linebacker",0.714148416541853,2370825.72727273,645000,27459000,24000,77
2019,"Cowboys",486235,"Luke Gifford","linebacker",0.68990140824206,2289542.29761905,697500,31100000,16000,84
2020,"Cowboys",595588,"Luke Gifford","linebacker",0.73010598749989,2546110.19354839,716736,31409000,0,93
2019,"Dolphins",136000,"Terrill Hanks","linebacker",0.708003410966166,1502299.78431373,504500,15285641,16000,102
2019,"Panthers",136000,"Sione Teuhema","linebacker",0.694725314794054,2249571.48837209,633920,23252000,8000,86
2019,"Browns",347294,"Willie Harvey","linebacker",0.681450499387873,2283753.65853659,645000,16750000,8000,82
2015,"Giants",318000,"Justin Currie","linebacker",0.71981571291886,1794158.90217391,527500,3.7e+07,6600,92
2016,"Browns",27600,"Justin Currie","linebacker",0.624398483641436,1208531.26086957,543500,10200000,0,92
